t(s),r(km),v(km/s)
2251,13833.5,0.195204
2252,13833.7,0.193121
2253,13833.9,0.191039
2254,13834.1,0.188956
2255,13834.3,0.186874
2256,13834.4,0.184791
2257,13834.6,0.182709
2258,13834.8,0.180626
2259,13835,0.178544
2260,13835.2,0.176462
2261,13835.3,0.17438
2262,13835.5,0.172297
2263,13835.7,0.170215
2264,13835.8,0.168133
2265,13836,0.166051
2266,13836.2,0.163969
2267,13836.3,0.161887
2268,13836.5,0.159806
2269,13836.7,0.157724
2270,13836.8,0.155642
2271,13837,0.15356
2272,13837.1,0.151479
2273,13837.3,0.149397
2274,13837.4,0.147316
2275,13837.6,0.145234
2276,13837.7,0.143153
2277,13837.9,0.141071
2278,13838,0.13899
2279,13838.1,0.136908
2280,13838.3,0.134827
2281,13838.4,0.132746
2282,13838.5,0.130665
2283,13838.7,0.128583
2284,13838.8,0.126502
2285,13838.9,0.124421
2286,13839,0.12234
2287,13839.2,0.120259
2288,13839.3,0.118178
2289,13839.4,0.116097
2290,13839.5,0.114016
2291,13839.6,0.111935
2292,13839.7,0.109854
2293,13839.8,0.107773
2294,13840,0.105693
2295,13840.1,0.103612
2296,13840.2,0.101531
2297,13840.3,0.0994504
2298,13840.4,0.0973697
2299,13840.5,0.095289
2300,13840.6,0.0932084
2301,13840.6,0.0911278
2302,13840.7,0.0890472
2303,13840.8,0.0869667
2304,13840.9,0.0848862
2305,13841,0.0828057
2306,13841.1,0.0807252
2307,13841.2,0.0786448
2308,13841.2,0.0765644
2309,13841.3,0.074484
2310,13841.4,0.0724036
2311,13841.5,0.0703233
2312,13841.5,0.0682429
2313,13841.6,0.0661626
2314,13841.7,0.0640823
2315,13841.7,0.0620021
2316,13841.8,0.0599218
2317,13841.8,0.0578416
2318,13841.9,0.0557614
2319,13841.9,0.0536812
2320,13842,0.051601
2321,13842.1,0.0495208
2322,13842.1,0.0474407
2323,13842.1,0.0453606
2324,13842.2,0.0432804
2325,13842.2,0.0412003
2326,13842.3,0.0391202
2327,13842.3,0.0370401
2328,13842.3,0.0349601
2329,13842.4,0.03288
2330,13842.4,0.0307999
2331,13842.4,0.0287199
2332,13842.5,0.0266399
2333,13842.5,0.0245598
2334,13842.5,0.0224798
2335,13842.5,0.0203998
2336,13842.6,0.0183198
2337,13842.6,0.0162398
2338,13842.6,0.0141598
2339,13842.6,0.0120798
2340,13842.6,0.00999981
2341,13842.6,0.00791983
2342,13842.6,0.00583984
2343,13842.6,0.00375986
2344,13842.6,0.00167988
2345,13842.6,-0.000400102
2346,13842.6,-0.00248008
2347,13842.6,-0.00456006
2348,13842.6,-0.00664005
2349,13842.6,-0.00872003
2350,13842.6,-0.0108
2351,13842.6,-0.01288
2352,13842.6,-0.01496
2353,13842.6,-0.01704
2354,13842.6,-0.01912
2355,13842.5,-0.0212
2356,13842.5,-0.02328
2357,13842.5,-0.0253601
2358,13842.5,-0.0274401
2359,13842.4,-0.0295201
2360,13842.4,-0.0316002
2361,13842.4,-0.0336802
2362,13842.3,-0.0357603
2363,13842.3,-0.0378404
2364,13842.3,-0.0399205
2365,13842.2,-0.0420006
2366,13842.2,-0.0440807
2367,13842.1,-0.0461608
2368,13842.1,-0.048241
2369,13842,-0.0503211
2370,13842,-0.0524013
2371,13841.9,-0.0544815
2372,13841.9,-0.0565617
2373,13841.8,-0.0586419
2374,13841.8,-0.0607221
2375,13841.7,-0.0628024
2376,13841.6,-0.0648827
2377,13841.6,-0.066963
2378,13841.5,-0.0690433
2379,13841.4,-0.0711236
2380,13841.4,-0.073204
2381,13841.3,-0.0752843
2382,13841.2,-0.0773647
2383,13841.1,-0.0794452
2384,13841,-0.0815256
2385,13841,-0.0836061
2386,13840.9,-0.0856866
2387,13840.8,-0.0877671
2388,13840.7,-0.0898477
2389,13840.6,-0.0919282
2390,13840.5,-0.0940089
2391,13840.4,-0.0960895
2392,13840.3,-0.0981701
2393,13840.2,-0.100251
2394,13840.1,-0.102332
2395,13840,-0.104412
2396,13839.9,-0.106493
2397,13839.8,-0.108574
2398,13839.7,-0.110655
2399,13839.6,-0.112736
2400,13839.5,-0.114817
2401,13839.4,-0.116898
2402,13839.2,-0.118978
2403,13839.1,-0.12106
2404,13839,-0.123141
2405,13838.9,-0.125222
2406,13838.7,-0.127303
2407,13838.6,-0.129384
2408,13838.5,-0.131465
2409,13838.4,-0.133546
2410,13838.2,-0.135628
2411,13838.1,-0.137709
2412,13837.9,-0.13979
2413,13837.8,-0.141872
2414,13837.7,-0.143953
2415,13837.5,-0.146035
2416,13837.4,-0.148116
2417,13837.2,-0.150198
2418,13837.1,-0.15228
2419,13836.9,-0.154361
2420,13836.8,-0.156443
2421,13836.6,-0.158525
2422,13836.4,-0.160607
2423,13836.3,-0.162688
2424,13836.1,-0.16477
2425,13836,-0.166852
2426,13835.8,-0.168934
2427,13835.6,-0.171016
2428,13835.4,-0.173099
2429,13835.3,-0.175181
2430,13835.1,-0.177263
2431,13834.9,-0.179345
2432,13834.7,-0.181428
2433,13834.5,-0.18351
2434,13834.4,-0.185592
2435,13834.2,-0.187675
2436,13834,-0.189757
2437,13833.8,-0.19184
2438,13833.6,-0.193923
2439,13833.4,-0.196005
2440,13833.2,-0.198088
2441,13833,-0.200171
2442,13832.8,-0.202254
2443,13832.6,-0.204337
2444,13832.4,-0.20642
2445,13832.2,-0.208503
2446,13832,-0.210586
2447,13831.8,-0.212669
2448,13831.6,-0.214753
2449,13831.3,-0.216836
2450,13831.1,-0.218919
2451,13830.9,-0.221003
2452,13830.7,-0.223086
2453,13830.5,-0.22517
2454,13830.2,-0.227254
2455,13830,-0.229338
2456,13829.8,-0.231421
2457,13829.5,-0.233505
2458,13829.3,-0.235589
2459,13829.1,-0.237673
2460,13828.8,-0.239757
2461,13828.6,-0.241841
2462,13828.4,-0.243926
2463,13828.1,-0.24601
2464,13827.9,-0.248094
2465,13827.6,-0.250179
2466,13827.4,-0.252263
2467,13827.1,-0.254348
2468,13826.9,-0.256433
2469,13826.6,-0.258518
2470,13826.3,-0.260602
2471,13826.1,-0.262687
2472,13825.8,-0.264772
2473,13825.5,-0.266857
2474,13825.3,-0.268943
2475,13825,-0.271028
2476,13824.7,-0.273113
2477,13824.5,-0.275199
2478,13824.2,-0.277284
2479,13823.9,-0.27937
2480,13823.6,-0.281455
2481,13823.3,-0.283541
2482,13823.1,-0.285627
2483,13822.8,-0.287713
2484,13822.5,-0.289799
2485,13822.2,-0.291885
2486,13821.9,-0.293971
2487,13821.6,-0.296057
2488,13821.3,-0.298144
2489,13821,-0.30023
2490,13820.7,-0.302317
2491,13820.4,-0.304403
2492,13820.1,-0.30649
2493,13819.8,-0.308577
2494,13819.5,-0.310664
2495,13819.2,-0.312751
2496,13818.9,-0.314838
2497,13818.5,-0.316925
2498,13818.2,-0.319012
2499,13817.9,-0.3211
2500,13817.6,-0.323187
2501,13817.3,-0.325275
2502,13816.9,-0.327363
2503,13816.6,-0.32945
2504,13816.3,-0.331538
2505,13815.9,-0.333626
2506,13815.6,-0.335714
2507,13815.3,-0.337802
2508,13814.9,-0.339891
2509,13814.6,-0.341979
2510,13814.2,-0.344068
2511,13813.9,-0.346156
2512,13813.5,-0.348245
2513,13813.2,-0.350334
2514,13812.8,-0.352423
2515,13812.5,-0.354512
2516,13812.1,-0.356601
2517,13811.8,-0.35869
2518,13811.4,-0.360779
2519,13811.1,-0.362869
2520,13810.7,-0.364958
2521,13810.3,-0.367048
2522,13810,-0.369138
2523,13809.6,-0.371228
2524,13809.2,-0.373318
2525,13808.8,-0.375408
2526,13808.5,-0.377498
2527,13808.1,-0.379588
2528,13807.7,-0.381679
2529,13807.3,-0.383769
2530,13806.9,-0.38586
2531,13806.6,-0.387951
2532,13806.2,-0.390042
2533,13805.8,-0.392133
2534,13805.4,-0.394224
2535,13805,-0.396315
2536,13804.6,-0.398407
2537,13804.2,-0.400498
2538,13803.8,-0.40259
2539,13803.4,-0.404682
2540,13803,-0.406774
2541,13802.6,-0.408866
2542,13802.2,-0.410958
2543,13801.7,-0.41305
2544,13801.3,-0.415142
2545,13800.9,-0.417235
2546,13800.5,-0.419328
2547,13800.1,-0.42142
2548,13799.7,-0.423513
2549,13799.2,-0.425606
2550,13798.8,-0.427699
2551,13798.4,-0.429793
2552,13797.9,-0.431886
2553,13797.5,-0.43398
2554,13797.1,-0.436073
2555,13796.6,-0.438167
2556,13796.2,-0.440261
2557,13795.8,-0.442355
2558,13795.3,-0.444449
2559,13794.9,-0.446544
2560,13794.4,-0.448638
2561,13794,-0.450733
2562,13793.5,-0.452828
2563,13793.1,-0.454922
2564,13792.6,-0.457017
2565,13792.2,-0.459113
2566,13791.7,-0.461208
2567,13791.2,-0.463303
2568,13790.8,-0.465399
2569,13790.3,-0.467495
2570,13789.8,-0.469591
2571,13789.4,-0.471687
2572,13788.9,-0.473783
2573,13788.4,-0.475879
2574,13787.9,-0.477976
2575,13787.5,-0.480072
2576,13787,-0.482169
2577,13786.5,-0.484266
2578,13786,-0.486363
2579,13785.5,-0.48846
2580,13785,-0.490557
2581,13784.5,-0.492655
2582,13784,-0.494752
2583,13783.6,-0.49685
2584,13783.1,-0.498948
2585,13782.6,-0.501046
2586,13782.1,-0.503144
2587,13781.5,-0.505243
2588,13781,-0.507341
2589,13780.5,-0.50944
2590,13780,-0.511539
2591,13779.5,-0.513638
2592,13779,-0.515737
2593,13778.5,-0.517836
2594,13778,-0.519936
2595,13777.4,-0.522035
2596,13776.9,-0.524135
2597,13776.4,-0.526235
2598,13775.9,-0.528335
2599,13775.3,-0.530436
2600,13774.8,-0.532536
2601,13774.3,-0.534637
2602,13773.7,-0.536737
2603,13773.2,-0.538838
2604,13772.7,-0.540939
2605,13772.1,-0.543041
2606,13771.6,-0.545142
2607,13771,-0.547244
2608,13770.5,-0.549345
2609,13769.9,-0.551447
2610,13769.4,-0.553549
2611,13768.8,-0.555652
2612,13768.3,-0.557754
2613,13767.7,-0.559857
2614,13767.1,-0.56196
2615,13766.6,-0.564063
2616,13766,-0.566166
2617,13765.4,-0.568269
2618,13764.9,-0.570372
2619,13764.3,-0.572476
2620,13763.7,-0.57458
2621,13763.2,-0.576684
2622,13762.6,-0.578788
2623,13762,-0.580892
2624,13761.4,-0.582997
2625,13760.8,-0.585102
2626,13760.2,-0.587206
2627,13759.7,-0.589311
2628,13759.1,-0.591417
2629,13758.5,-0.593522
2630,13757.9,-0.595628
2631,13757.3,-0.597734
2632,13756.7,-0.599839
2633,13756.1,-0.601946
2634,13755.5,-0.604052
2635,13754.9,-0.606158
2636,13754.3,-0.608265
2637,13753.7,-0.610372
2638,13753,-0.612479
2639,13752.4,-0.614586
2640,13751.8,-0.616694
2641,13751.2,-0.618802
2642,13750.6,-0.620909
2643,13750,-0.623017
2644,13749.3,-0.625126
2645,13748.7,-0.627234
2646,13748.1,-0.629343
2647,13747.4,-0.631451
2648,13746.8,-0.63356
2649,13746.2,-0.63567
2650,13745.5,-0.637779
2651,13744.9,-0.639888
2652,13744.3,-0.641998
2653,13743.6,-0.644108
2654,13743,-0.646218
2655,13742.3,-0.648329
2656,13741.7,-0.650439
2657,13741,-0.65255
2658,13740.4,-0.654661
2659,13739.7,-0.656772
2660,13739.1,-0.658884
2661,13738.4,-0.660995
2662,13737.7,-0.663107
2663,13737.1,-0.665219
2664,13736.4,-0.667331
2665,13735.7,-0.669443
2666,13735.1,-0.671556
2667,13734.4,-0.673669
2668,13733.7,-0.675782
2669,13733,-0.677895
2670,13732.4,-0.680008
2671,13731.7,-0.682122
2672,13731,-0.684236
2673,13730.3,-0.68635
2674,13729.6,-0.688464
2675,13728.9,-0.690579
2676,13728.2,-0.692693
2677,13727.6,-0.694808
2678,13726.9,-0.696923
2679,13726.2,-0.699039
2680,13725.5,-0.701154
2681,13724.8,-0.70327
2682,13724.1,-0.705386
2683,13723.3,-0.707502
2684,13722.6,-0.709619
2685,13721.9,-0.711735
2686,13721.2,-0.713852
2687,13720.5,-0.715969
2688,13719.8,-0.718086
2689,13719.1,-0.720204
2690,13718.3,-0.722322
2691,13717.6,-0.72444
2692,13716.9,-0.726558
2693,13716.2,-0.728676
2694,13715.4,-0.730795
2695,13714.7,-0.732914
2696,13714,-0.735033
2697,13713.2,-0.737152
2698,13712.5,-0.739272
2699,13711.8,-0.741391
2700,13711,-0.743511
2701,13710.3,-0.745632
2702,13709.5,-0.747752
2703,13708.8,-0.749873
2704,13708,-0.751994
2705,13707.3,-0.754115
2706,13706.5,-0.756236
2707,13705.8,-0.758358
2708,13705,-0.76048
2709,13704.2,-0.762602
2710,13703.5,-0.764724
2711,13702.7,-0.766847
2712,13701.9,-0.768969
2713,13701.2,-0.771093
2714,13700.4,-0.773216
2715,13699.6,-0.775339
2716,13698.8,-0.777463
2717,13698.1,-0.779587
2718,13697.3,-0.781711
2719,13696.5,-0.783836
2720,13695.7,-0.785961
2721,13694.9,-0.788085
2722,13694.1,-0.790211
2723,13693.4,-0.792336
2724,13692.6,-0.794462
2725,13691.8,-0.796588
2726,13691,-0.798714
2727,13690.2,-0.80084
2728,13689.4,-0.802967
2729,13688.6,-0.805094
2730,13687.8,-0.807221
2731,13686.9,-0.809349
2732,13686.1,-0.811476
2733,13685.3,-0.813604
2734,13684.5,-0.815733
2735,13683.7,-0.817861
2736,13682.9,-0.81999
2737,13682.1,-0.822119
2738,13681.2,-0.824248
2739,13680.4,-0.826377
2740,13679.6,-0.828507
2741,13678.7,-0.830637
2742,13677.9,-0.832767
2743,13677.1,-0.834898
2744,13676.2,-0.837029
2745,13675.4,-0.83916
2746,13674.6,-0.841291
2747,13673.7,-0.843423
2748,13672.9,-0.845554
2749,13672,-0.847687
2750,13671.2,-0.849819
2751,13670.3,-0.851952
2752,13669.5,-0.854084
2753,13668.6,-0.856218
2754,13667.8,-0.858351
2755,13666.9,-0.860485
2756,13666,-0.862619
2757,13665.2,-0.864753
2758,13664.3,-0.866887
2759,13663.4,-0.869022
2760,13662.6,-0.871157
2761,13661.7,-0.873292
2762,13660.8,-0.875428
2763,13660,-0.877564
2764,13659.1,-0.8797
2765,13658.2,-0.881836
2766,13657.3,-0.883973
2767,13656.4,-0.88611
2768,13655.5,-0.888247
2769,13654.7,-0.890385
2770,13653.8,-0.892523
2771,13652.9,-0.894661
2772,13652,-0.896799
2773,13651.1,-0.898938
2774,13650.2,-0.901077
2775,13649.3,-0.903216
2776,13648.4,-0.905355
2777,13647.5,-0.907495
2778,13646.6,-0.909635
2779,13645.6,-0.911775
2780,13644.7,-0.913916
2781,13643.8,-0.916057
2782,13642.9,-0.918198
2783,13642,-0.92034
2784,13641.1,-0.922481
2785,13640.1,-0.924623
2786,13639.2,-0.926766
2787,13638.3,-0.928908
2788,13637.3,-0.931051
2789,13636.4,-0.933195
2790,13635.5,-0.935338
2791,13634.5,-0.937482
2792,13633.6,-0.939626
2793,13632.7,-0.94177
2794,13631.7,-0.943915
2795,13630.8,-0.94606
2796,13629.8,-0.948205
2797,13628.9,-0.950351
2798,13627.9,-0.952497
2799,13627,-0.954643
2800,13626,-0.95679
2801,13625.1,-0.958936
2802,13624.1,-0.961083
2803,13623.1,-0.963231
2804,13622.2,-0.965379
2805,13621.2,-0.967527
2806,13620.2,-0.969675
2807,13619.3,-0.971824
2808,13618.3,-0.973972
2809,13617.3,-0.976122
2810,13616.3,-0.978271
2811,13615.4,-0.980421
2812,13614.4,-0.982571
2813,13613.4,-0.984722
2814,13612.4,-0.986872
2815,13611.4,-0.989024
2816,13610.4,-0.991175
2817,13609.4,-0.993327
2818,13608.5,-0.995479
2819,13607.5,-0.997631
2820,13606.5,-0.999784
2821,13605.5,-1.00194
2822,13604.5,-1.00409
2823,13603.4,-1.00624
2824,13602.4,-1.0084
2825,13601.4,-1.01055
2826,13600.4,-1.01271
2827,13599.4,-1.01486
2828,13598.4,-1.01702
2829,13597.4,-1.01917
2830,13596.4,-1.02133
2831,13595.3,-1.02348
2832,13594.3,-1.02564
2833,13593.3,-1.0278
2834,13592.2,-1.02995
2835,13591.2,-1.03211
2836,13590.2,-1.03427
2837,13589.1,-1.03643
2838,13588.1,-1.03859
2839,13587.1,-1.04075
2840,13586,-1.0429
2841,13585,-1.04506
2842,13583.9,-1.04722
2843,13582.9,-1.04938
2844,13581.8,-1.05154
2845,13580.8,-1.05371
2846,13579.7,-1.05587
2847,13578.7,-1.05803
2848,13577.6,-1.06019
2849,13576.6,-1.06235
2850,13575.5,-1.06451
2851,13574.4,-1.06668
2852,13573.4,-1.06884
2853,13572.3,-1.071
2854,13571.2,-1.07317
2855,13570.1,-1.07533
2856,13569.1,-1.0775
2857,13568,-1.07966
2858,13566.9,-1.08183
2859,13565.8,-1.08399
2860,13564.7,-1.08616
2861,13563.7,-1.08832
2862,13562.6,-1.09049
2863,13561.5,-1.09266
2864,13560.4,-1.09483
2865,13559.3,-1.09699
2866,13558.2,-1.09916
2867,13557.1,-1.10133
2868,13556,-1.1035
2869,13554.9,-1.10567
2870,13553.8,-1.10784
2871,13552.7,-1.11001
2872,13551.5,-1.11218
2873,13550.4,-1.11435
2874,13549.3,-1.11652
2875,13548.2,-1.11869
2876,13547.1,-1.12086
2877,13546,-1.12303
2878,13544.8,-1.1252
2879,13543.7,-1.12738
2880,13542.6,-1.12955
2881,13541.5,-1.13172
2882,13540.3,-1.1339
2883,13539.2,-1.13607
2884,13538,-1.13825
2885,13536.9,-1.14042
2886,13535.8,-1.1426
2887,13534.6,-1.14477
2888,13533.5,-1.14695
2889,13532.3,-1.14912
2890,13531.2,-1.1513
2891,13530,-1.15348
2892,13528.9,-1.15565
2893,13527.7,-1.15783
2894,13526.6,-1.16001
2895,13525.4,-1.16219
2896,13524.2,-1.16437
2897,13523.1,-1.16655
2898,13521.9,-1.16873
2899,13520.7,-1.17091
2900,13519.6,-1.17309
2901,13518.4,-1.17527
2902,13517.2,-1.17745
2903,13516,-1.17963
2904,13514.8,-1.18181
2905,13513.7,-1.18399
2906,13512.5,-1.18618
2907,13511.3,-1.18836
2908,13510.1,-1.19054
2909,13508.9,-1.19273
2910,13507.7,-1.19491
2911,13506.5,-1.1971
2912,13505.3,-1.19928
2913,13504.1,-1.20147
2914,13502.9,-1.20365
2915,13501.7,-1.20584
2916,13500.5,-1.20803
2917,13499.3,-1.21021
2918,13498.1,-1.2124
2919,13496.9,-1.21459
2920,13495.7,-1.21678
2921,13494.4,-1.21896
2922,13493.2,-1.22115
2923,13492,-1.22334
2924,13490.8,-1.22553
2925,13489.5,-1.22772
2926,13488.3,-1.22991
2927,13487.1,-1.2321
2928,13485.9,-1.2343
2929,13484.6,-1.23649
2930,13483.4,-1.23868
2931,13482.1,-1.24087
2932,13480.9,-1.24306
2933,13479.7,-1.24526
2934,13478.4,-1.24745
2935,13477.2,-1.24965
2936,13475.9,-1.25184
2937,13474.7,-1.25403
2938,13473.4,-1.25623
2939,13472.1,-1.25843
2940,13470.9,-1.26062
2941,13469.6,-1.26282
2942,13468.4,-1.26502
2943,13467.1,-1.26721
2944,13465.8,-1.26941
2945,13464.6,-1.27161
2946,13463.3,-1.27381
2947,13462,-1.27601
2948,13460.7,-1.27821
2949,13459.5,-1.28041
2950,13458.2,-1.28261
2951,13456.9,-1.28481
2952,13455.6,-1.28701
2953,13454.3,-1.28921
2954,13453,-1.29141
2955,13451.7,-1.29361
2956,13450.4,-1.29582
2957,13449.1,-1.29802
2958,13447.8,-1.30022
2959,13446.5,-1.30243
2960,13445.2,-1.30463
2961,13443.9,-1.30684
2962,13442.6,-1.30904
2963,13441.3,-1.31125
2964,13440,-1.31346
2965,13438.7,-1.31566
2966,13437.4,-1.31787
2967,13436,-1.32008
2968,13434.7,-1.32229
2969,13433.4,-1.32449
2970,13432.1,-1.3267
2971,13430.7,-1.32891
2972,13429.4,-1.33112
2973,13428.1,-1.33333
2974,13426.8,-1.33554
2975,13425.4,-1.33775
2976,13424.1,-1.33996
2977,13422.7,-1.34218
2978,13421.4,-1.34439
2979,13420,-1.3466
2980,13418.7,-1.34882
2981,13417.3,-1.35103
2982,13416,-1.35324
2983,13414.6,-1.35546
2984,13413.3,-1.35767
2985,13411.9,-1.35989
2986,13410.6,-1.3621
2987,13409.2,-1.36432
2988,13407.8,-1.36654
2989,13406.5,-1.36875
2990,13405.1,-1.37097
2991,13403.7,-1.37319
2992,13402.4,-1.37541
2993,13401,-1.37763
2994,13399.6,-1.37985
2995,13398.2,-1.38207
2996,13396.8,-1.38429
2997,13395.4,-1.38651
2998,13394.1,-1.38873
2999,13392.7,-1.39095
3000,13391.3,-1.39318
3001,13389.9,-1.3954
3002,13388.5,-1.39762
3003,13387.1,-1.39985
3004,13385.7,-1.40207
3005,13384.3,-1.40429
3006,13382.9,-1.40652
3007,13381.5,-1.40874
3008,13380.1,-1.41097
3009,13378.7,-1.4132
3010,13377.2,-1.41542
3011,13375.8,-1.41765
3012,13374.4,-1.41988
3013,13373,-1.42211
3014,13371.6,-1.42434
3015,13370.1,-1.42657
3016,13368.7,-1.4288
3017,13367.3,-1.43103
3018,13365.8,-1.43326
3019,13364.4,-1.43549
3020,13363,-1.43772
3021,13361.5,-1.43995
3022,13360.1,-1.44219
3023,13358.6,-1.44442
3024,13357.2,-1.44665
3025,13355.8,-1.44889
3026,13354.3,-1.45112
3027,13352.9,-1.45336
3028,13351.4,-1.45559
3029,13349.9,-1.45783
3030,13348.5,-1.46006
3031,13347,-1.4623
3032,13345.6,-1.46454
3033,13344.1,-1.46678
3034,13342.6,-1.46902
3035,13341.2,-1.47125
3036,13339.7,-1.47349
3037,13338.2,-1.47573
3038,13336.7,-1.47798
3039,13335.2,-1.48022
3040,13333.8,-1.48246
3041,13332.3,-1.4847
3042,13330.8,-1.48694
3043,13329.3,-1.48919
3044,13327.8,-1.49143
3045,13326.3,-1.49367
3046,13324.8,-1.49592
3047,13323.3,-1.49816
3048,13321.8,-1.50041
3049,13320.3,-1.50265
3050,13318.8,-1.5049
3051,13317.3,-1.50715
3052,13315.8,-1.5094
3053,13314.3,-1.51164
3054,13312.8,-1.51389
3055,13311.3,-1.51614
3056,13309.8,-1.51839
3057,13308.2,-1.52064
3058,13306.7,-1.52289
3059,13305.2,-1.52514
3060,13303.7,-1.52739
3061,13302.1,-1.52965
3062,13300.6,-1.5319
3063,13299.1,-1.53415
3064,13297.5,-1.53641
3065,13296,-1.53866
3066,13294.5,-1.54092
3067,13292.9,-1.54317
3068,13291.4,-1.54543
3069,13289.8,-1.54768
3070,13288.3,-1.54994
3071,13286.7,-1.5522
3072,13285.2,-1.55446
3073,13283.6,-1.55671
3074,13282.1,-1.55897
3075,13280.5,-1.56123
3076,13278.9,-1.56349
3077,13277.4,-1.56575
3078,13275.8,-1.56801
3079,13274.2,-1.57028
3080,13272.7,-1.57254
3081,13271.1,-1.5748
3082,13269.5,-1.57706
3083,13267.9,-1.57933
3084,13266.4,-1.58159
3085,13264.8,-1.58386
3086,13263.2,-1.58612
3087,13261.6,-1.58839
3088,13260,-1.59065
3089,13258.4,-1.59292
3090,13256.8,-1.59519
3091,13255.2,-1.59746
3092,13253.6,-1.59973
3093,13252,-1.602
3094,13250.4,-1.60427
3095,13248.8,-1.60654
3096,13247.2,-1.60881
3097,13245.6,-1.61108
3098,13244,-1.61335
3099,13242.4,-1.61562
3100,13240.8,-1.6179
3101,13239.1,-1.62017
3102,13237.5,-1.62244
3103,13235.9,-1.62472
3104,13234.3,-1.62699
3105,13232.6,-1.62927
3106,13231,-1.63155
3107,13229.4,-1.63382
3108,13227.8,-1.6361
3109,13226.1,-1.63838
3110,13224.5,-1.64066
3111,13222.8,-1.64294
3112,13221.2,-1.64522
3113,13219.5,-1.6475
3114,13217.9,-1.64978
3115,13216.2,-1.65206
3116,13214.6,-1.65434
3117,13212.9,-1.65662
3118,13211.3,-1.65891
3119,13209.6,-1.66119
3120,13208,-1.66348
3121,13206.3,-1.66576
3122,13204.6,-1.66805
3123,13203,-1.67033
3124,13201.3,-1.67262
3125,13199.6,-1.67491
3126,13197.9,-1.67719
3127,13196.3,-1.67948
3128,13194.6,-1.68177
3129,13192.9,-1.68406
3130,13191.2,-1.68635
3131,13189.5,-1.68864
3132,13187.8,-1.69093
3133,13186.1,-1.69323
3134,13184.4,-1.69552
3135,13182.7,-1.69781
3136,13181,-1.70011
3137,13179.3,-1.7024
3138,13177.6,-1.70469
3139,13175.9,-1.70699
3140,13174.2,-1.70929
3141,13172.5,-1.71158
3142,13170.8,-1.71388
3143,13169.1,-1.71618
3144,13167.4,-1.71848
3145,13165.7,-1.72078
3146,13163.9,-1.72308
3147,13162.2,-1.72538
3148,13160.5,-1.72768
3149,13158.8,-1.72998
3150,13157,-1.73228
3151,13155.3,-1.73458
3152,13153.5,-1.73689
3153,13151.8,-1.73919
3154,13150.1,-1.7415
3155,13148.3,-1.7438
3156,13146.6,-1.74611
3157,13144.8,-1.74841
3158,13143.1,-1.75072
3159,13141.3,-1.75303
3160,13139.6,-1.75534
3161,13137.8,-1.75764
3162,13136.1,-1.75995
3163,13134.3,-1.76226
3164,13132.5,-1.76457
3165,13130.8,-1.76689
3166,13129,-1.7692
3167,13127.2,-1.77151
3168,13125.5,-1.77382
3169,13123.7,-1.77614
3170,13121.9,-1.77845
3171,13120.1,-1.78077
3172,13118.4,-1.78308
3173,13116.6,-1.7854
3174,13114.8,-1.78772
3175,13113,-1.79003
3176,13111.2,-1.79235
3177,13109.4,-1.79467
3178,13107.6,-1.79699
3179,13105.8,-1.79931
3180,13104,-1.80163
3181,13102.2,-1.80395
3182,13100.4,-1.80627
3183,13098.6,-1.8086
3184,13096.8,-1.81092
3185,13095,-1.81324
3186,13093.2,-1.81557
3187,13091.3,-1.81789
3188,13089.5,-1.82022
3189,13087.7,-1.82255
3190,13085.9,-1.82487
3191,13084.1,-1.8272
3192,13082.2,-1.82953
3193,13080.4,-1.83186
3194,13078.6,-1.83419
3195,13076.7,-1.83652
3196,13074.9,-1.83885
3197,13073,-1.84118
3198,13071.2,-1.84352
3199,13069.4,-1.84585
3200,13067.5,-1.84818
3201,13065.7,-1.85052
3202,13063.8,-1.85285
3203,13062,-1.85519
3204,13060.1,-1.85752
3205,13058.2,-1.85986
3206,13056.4,-1.8622
3207,13054.5,-1.86454
3208,13052.7,-1.86688
3209,13050.8,-1.86922
3210,13048.9,-1.87156
3211,13047,-1.8739
3212,13045.2,-1.87624
3213,13043.3,-1.87858
3214,13041.4,-1.88092
3215,13039.5,-1.88327
3216,13037.6,-1.88561
3217,13035.8,-1.88796
3218,13033.9,-1.8903
3219,13032,-1.89265
3220,13030.1,-1.895
3221,13028.2,-1.89735
3222,13026.3,-1.89969
3223,13024.4,-1.90204
3224,13022.5,-1.90439
3225,13020.6,-1.90674
3226,13018.7,-1.90909
3227,13016.8,-1.91145
3228,13014.8,-1.9138
3229,13012.9,-1.91615
3230,13011,-1.91851
3231,13009.1,-1.92086
3232,13007.2,-1.92322
3233,13005.2,-1.92557
3234,13003.3,-1.92793
3235,13001.4,-1.93029
3236,12999.5,-1.93265
3237,12997.5,-1.935
3238,12995.6,-1.93736
3239,12993.7,-1.93972
3240,12991.7,-1.94209
3241,12989.8,-1.94445
3242,12987.8,-1.94681
3243,12985.9,-1.94917
3244,12983.9,-1.95154
3245,12982,-1.9539
3246,12980,-1.95627
3247,12978.1,-1.95863
3248,12976.1,-1.961
3249,12974.1,-1.96337
3250,12972.2,-1.96574
3251,12970.2,-1.9681
3252,12968.2,-1.97047
3253,12966.3,-1.97284
3254,12964.3,-1.97521
3255,12962.3,-1.97759
3256,12960.3,-1.97996
3257,12958.4,-1.98233
3258,12956.4,-1.98471
3259,12954.4,-1.98708
3260,12952.4,-1.98946
3261,12950.4,-1.99183
3262,12948.4,-1.99421
3263,12946.4,-1.99659
